id,name,category,indoor,neighborhood,transit,price_level,duration_hours,best_for,highlights,tips,text
TOR_179,Christie Pits Park,park,false,West End,subway,low,2,friends,"Picnics, baseball","Busy summer evenings","Christie Pits is a lively local park."
TOR_180,Dufferin Grove Park,park,false,West End,streetcar,low,2,family,"Playground, farmers market","Visit weekends","Dufferin Grove Park hosts markets and events."
TOR_181,Kew Gardens,park,false,East End,streetcar,low,1.5,family,"Beach park, playground","Great summer visit","Kew Gardens is a family friendly park near the beach."
TOR_182,Berczy Park,park,false,Downtown,subway,low,1,solo,"Dog fountain","Quick photo stop","Berczy Park features a famous dog fountain."
TOR_183,St James Park,park,false,Downtown,streetcar,low,1,solo,"Gardens, cathedral views","Quiet lunchtime spot","St James Park is a peaceful downtown park."
TOR_184,Allan Lamport Stadium,landmark,false,West End,streetcar,low,1,friends,"Sports stadium","Check events","Lamport Stadium hosts local sports."
TOR_185,Varsity Stadium,landmark,false,Downtown,subway,low,1,friends,"University sports","Check games","Varsity Stadium hosts university sports."
TOR_186,University of Toronto Campus,landmark,false,Downtown,subway,low,2,solo,"Historic campus","Great architecture","UofT campus offers beautiful architecture and walking paths."
TOR_187,Hart House,landmark,true,Downtown,subway,low,1,solo,"Historic building","Visit courtyard","Hart House is a historic campus building."
TOR_188,Thomas Fisher Rare Book Library,landmark,true,Downtown,subway,low,1,solo,"Rare books","Quiet visit","Thomas Fisher Library houses rare books."
TOR_189,Bata Shoe Museum Shop,shopping,true,Downtown,subway,low,1,solo,"Museum gift shop","Browse souvenirs","Bata Shoe Museum shop offers unique gifts."
TOR_190,Indigo Bookstore Eaton Centre,shopping,true,Downtown,subway,low,1,solo,"Books, gifts","Relaxed browsing","Indigo is a large bookstore at Eaton Centre."
TOR_191,Toronto Comic Arts Festival,festival,true,Downtown,streetcar,low,2,friends,"Comics festival","Check spring dates","TCAF celebrates comics and art."
TOR_192,Fan Expo Canada,festival,true,Downtown,subway,medium,4,friends,"Comics, gaming","Buy tickets early","Fan Expo is a large pop culture convention."
TOR_193,One of a Kind Show,festival,true,Exhibition,bus,medium,3,shopping,"Craft market","Visit holiday season","One of a Kind Show features handmade crafts."
TOR_194,Toronto Vintage Show,festival,true,Citywide,streetcar,medium,2,shopping,"Vintage clothing","Bring cash","Toronto Vintage Show hosts retro fashion vendors."
TOR_195,Toronto Outdoor Art Fair,festival,false,Downtown,streetcar,low,2,solo,"Outdoor art","Summer event","Outdoor Art Fair features local artists."
TOR_196,Stackt Holiday Market,festival,false,Downtown,streetcar,low,2,date,"Holiday shopping","Visit evening","Stackt hosts seasonal holiday markets."
TOR_197,The Rex Jazz Bar,nightlife,true,Downtown,streetcar,low,2,friends,"Live jazz","Arrive early","The Rex hosts nightly jazz shows."
TOR_198,Cameron House,nightlife,true,Downtown,streetcar,low,2,friends,"Live music","Check schedule","Cameron House is a live music venue."
TOR_199,Dakota Tavern,nightlife,true,West End,streetcar,low,2,friends,"Country music","Great live shows","Dakota Tavern hosts country music nights."
TOR_200,Handlebar Bar,nightlife,true,West End,streetcar,low,2,friends,"Casual bar","Relaxed vibe","Handlebar is a laid back neighborhood bar."
TOR_201,Early Mercy Coffee,food,true,West End,streetcar,low,1,solo,"Specialty coffee","Great pastries","Early Mercy Coffee is a cozy cafe."
TOR_202,Sam James Coffee Bar,food,true,Downtown,streetcar,low,1,solo,"Espresso bar","Quick coffee stop","Sam James Coffee Bar serves specialty coffee."
TOR_203,De Mello Coffee,food,true,Midtown,subway,low,1,solo,"Local roastery","Try espresso","De Mello Coffee is a popular roastery."
TOR_204,Propeller Coffee Co,food,true,Downtown,streetcar,low,1,solo,"Coffee roastery","Visit morning","Propeller Coffee roasts locally."
TOR_205,Forno Cultura,food,true,Downtown,streetcar,medium,1,date,"Italian bakery","Try pastries","Forno Cultura offers Italian baked goods."
TOR_206,Le Gourmand,food,true,Downtown,streetcar,low,1,solo,"Cookies","Try chocolate chip","Le Gourmand is famous for cookies."
TOR_207,Machino Donuts,food,true,Downtown,streetcar,low,1,friends,"Artisan donuts","Try seasonal flavors","Machino Donuts offers artisan donuts."
TOR_208,Bloomers Donuts,food,true,West End,streetcar,low,1,friends,"Vegan donuts","Try apple fritter","Bloomers is a vegan donut shop."
TOR_209,The Night Baker,food,true,Downtown,streetcar,low,1,date,"Late night cookies","Visit evening","The Night Baker offers late night treats."
TOR_210,Butter Baker Market Cafe,food,true,Downtown,streetcar,medium,1,date,"Desserts, brunch","Try cakes","Butter Baker offers desserts and brunch."
TOR_211,Mildred’s Temple Kitchen,food,true,Liberty Village,streetcar,medium,1.5,date,"Famous brunch","Try pancakes","Mildred’s Temple Kitchen is a popular brunch restaurant in Liberty Village."
TOR_212,School Restaurant,food,true,Liberty Village,streetcar,medium,1.5,date,"Brunch spot","Reserve weekend","School Restaurant serves modern brunch and comfort food."
TOR_213,Liberty Village Market,shopping,false,Liberty Village,streetcar,low,1,friends,"Boutiques, cafes","Weekend visit","Liberty Village offers trendy shops and cafes."
TOR_214,Liberty Soho Rooftop,nightlife,true,Liberty Village,streetcar,medium,2,date,"Rooftop drinks","Visit sunset","Liberty Soho offers rooftop cocktails."
TOR_215,Budweiser Stage,entertainment,false,Exhibition,streetcar,medium,3,friends,"Outdoor concerts","Check summer shows","Budweiser Stage hosts outdoor summer concerts."
TOR_216,Exhibition Place Grounds,park,false,Exhibition,streetcar,low,2,solo,"Historic buildings","Nice walk","Exhibition Place offers large open grounds and historic buildings."
TOR_217,CNE Fairgrounds,festival,false,Exhibition,streetcar,medium,4,family,"Annual fair","Visit August","The CNE is a large annual fair with rides and food."
TOR_218,Ontario Science Centre IMAX,entertainment,true,North York,bus,medium,1.5,family,"IMAX theatre","Check showtimes","Ontario Science Centre features IMAX movies."
TOR_219,Aga Khan Park,park,false,North York,bus,low,1.5,date,"Reflecting pools","Peaceful walk","Aga Khan Park offers modern gardens and walkways."
TOR_220,Edwards Gardens Cafe,food,true,North York,bus,medium,1,date,"Cafe with garden views","Visit spring","Cafe inside Edwards Gardens offers relaxing dining."
TOR_221,Yorkville Park,park,false,Downtown,subway,low,1,date,"Urban park","Quick stop","Village of Yorkville Park offers city relaxation."
TOR_222,Hazelton Lanes,shopping,true,Yorkville,subway,high,1,shopping,"Luxury mall","Window shop","Hazelton Lanes features upscale boutiques."
TOR_223,Manulife Centre,shopping,true,Yorkville,subway,medium,1,shopping,"Mall, cinema","Quick visit","Manulife Centre offers shopping and movie theatre."
TOR_224,Cineplex VIP Cinema,entertainment,true,Yorkville,subway,high,2,date,"Luxury cinema","Reserve seats","VIP Cinema offers premium movie experience."
TOR_225,ROM Crystal Entrance,landmark,true,Downtown,subway,low,0.5,solo,"Modern architecture","Photo stop","The ROM Crystal entrance is iconic architecture."
TOR_226,Spadina Museum Gardens,park,false,Midtown,bus,low,1,solo,"Historic gardens","Combine Casa Loma","Spadina Museum gardens offer peaceful walks."
TOR_227,Toronto Harbour Cruises,tour,false,Harbourfront,boat,medium,2,date,"Boat cruise","Book sunset cruise","Harbour cruises offer skyline views from water."
TOR_228,City Cruises Dinner Cruise,tour,false,Harbourfront,boat,high,3,date,"Dinner cruise","Dress smart","Dinner cruises offer dining on Lake Ontario."
TOR_229,Toronto Tall Ship Kajama,tour,false,Harbourfront,boat,medium,2,friends,"Sailing ship","Book tickets","Kajama offers sailing tours."
TOR_230,Island Sunset Kayak Tour,activity,false,Harbourfront,boat,medium,2,date,"Kayaking tour","Book ahead","Kayak tours explore Toronto Islands."
TOR_231,Paddleboard Harbour Tour,activity,false,Harbourfront,boat,medium,2,solo,"Paddleboarding","Wear sunscreen","Paddleboard tours explore harbour."
TOR_232,Harbourfront Canoe & Kayak Centre,activity,false,Harbourfront,boat,medium,2,friends,"Rent kayaks","Book early","Rent kayaks to explore Toronto Harbour."
TOR_233,Queen’s Quay Walk,park,false,Harbourfront,streetcar,low,1,date,"Waterfront walk","Best sunset","Queen’s Quay offers scenic lakeside walks."
TOR_234,Toronto Ferry Terminal,landmark,false,Harbourfront,streetcar,low,1,solo,"Gateway to islands","Photo stop","Toronto Ferry Terminal connects to islands."
TOR_235,Jack Layton Ferry Terminal,landmark,false,Harbourfront,streetcar,low,1,solo,"Harbour views","Quick visit","Jack Layton Terminal offers lake views."
TOR_236,Sherbourne Market,food,true,Downtown,streetcar,low,1,foodies,"Food court","Lunch visit","Sherbourne Market offers diverse vendors."
TOR_237,Stakt Coffee Market,food,true,Downtown,streetcar,low,1,solo,"Coffee vendors","Morning visit","Stackt hosts coffee vendors."
TOR_238,Balzac’s Coffee Distillery,food,true,Distillery,streetcar,medium,1,date,"Historic cafe","Try latte","Balzac’s Coffee offers cozy cafe vibes."
TOR_239,Arvo Coffee,food,true,Distillery,streetcar,medium,1,date,"Minimalist cafe","Great brunch","Arvo Coffee serves brunch and coffee."
TOR_240,Cluny Bistro,food,true,Distillery,streetcar,high,2,date,"French dining","Reserve seats","Cluny Bistro offers French cuisine in Distillery District."
TOR_241,Mill Street Brewery,food,true,Distillery,streetcar,medium,1.5,friends,"Craft beer","Try tasting flight","Mill Street Brewery offers craft beer tastings."
TOR_242,Spirit of York Distillery,tour,true,Distillery,streetcar,medium,1.5,friends,"Distillery tours","Book tasting","Spirit of York offers gin distillery tours."
TOR_243,Distillery District Light Tunnel,landmark,false,Distillery,streetcar,low,0.5,date,"Light tunnel","Night photos","The Distillery Light Tunnel is a popular photo spot."
TOR_244,Young Centre Theatre,entertainment,true,Distillery,streetcar,medium,2,date,"Theatre performances","Check shows","Young Centre hosts theatre performances."
TOR_245,Soulpepper Theatre,entertainment,true,Distillery,streetcar,medium,2,date,"Live theatre","Reserve tickets","Soulpepper Theatre offers live performances."
TOR_246,Toronto Sculpture Garden,park,false,Downtown,streetcar,low,1,solo,"Outdoor art","Quick visit","Toronto Sculpture Garden showcases outdoor art."
TOR_247,Mackenzie House,museum,true,Downtown,streetcar,low,1,solo,"Historic house","Short visit","Mackenzie House is a historic museum."
TOR_248,Market Street Arcade,shopping,true,Downtown,streetcar,low,1,friends,"Local shops","Browse souvenirs","Market Street Arcade hosts local vendors."
TOR_249,St James Cathedral,landmark,true,Downtown,streetcar,low,1,solo,"Historic church","Quiet visit","St James Cathedral is a historic landmark."
TOR_250,Brookfield Place,shopping,true,Downtown,subway,medium,1,solo,"Glass atrium","Photo stop","Brookfield Place features a stunning glass atrium."
TOR_251,Allen Lambert Galleria,landmark,true,Downtown,subway,low,0.5,solo,"Famous architecture","Quick photo stop","Allen Lambert Galleria is an iconic indoor space."
TOR_252,The Path Skywalks,landmark,true,Downtown,subway,low,1,solo,"Underground paths","Winter friendly","PATH Skywalks connect downtown buildings."
TOR_253,First Canadian Place Food Court,food,true,Downtown,subway,low,1,foodies,"Lunch options","Visit weekdays","Food court at First Canadian Place offers many vendors."
TOR_254,TD Centre Plaza,landmark,false,Downtown,subway,low,0.5,solo,"Modern architecture","Quick visit","TD Centre Plaza features modern office towers."
TOR_255,Commerce Court,landmark,true,Downtown,subway,low,0.5,solo,"Historic banking hall","Short visit","Commerce Court hosts historic banking architecture."
TOR_256,The Well Rooftop Terrace,park,false,Downtown,streetcar,low,1,date,"City views","Visit evening","The Well rooftop terrace offers skyline views."
TOR_257,King Street West Nightlife,nightlife,false,Downtown,streetcar,medium,3,friends,"Clubs and bars","Visit weekend nights","King Street West is known for nightlife."
TOR_258,Baro Rooftop,nightlife,true,Downtown,streetcar,high,2,date,"Latin rooftop bar","Reserve ahead","Baro offers rooftop cocktails and Latin cuisine."
TOR_259,Kost Rooftop,nightlife,true,Downtown,streetcar,high,2,date,"Poolside views","Dress smart","Kost rooftop offers skyline dining."
TOR_260,Harriet’s Rooftop,nightlife,true,Downtown,streetcar,high,2,date,"Rooftop lounge","Sunset visit","Harriet’s Rooftop offers drinks with views."
TOR_261,Lavelle Rooftop,nightlife,true,Downtown,streetcar,high,2,date,"Luxury rooftop","Book ahead","Lavelle offers upscale rooftop experiences."
TOR_262,The Fifth Social Club,nightlife,true,Downtown,streetcar,medium,2,friends,"Dance club","Weekend nights","The Fifth Social Club is a popular nightclub."
TOR_263,The Madison Pub,nightlife,true,Midtown,subway,low,2,friends,"Multi-room pub","Casual vibe","The Madison is a large student pub."
TOR_264,Hair of the Dog,nightlife,true,Downtown,streetcar,low,2,friends,"Sports bar","Casual night out","Hair of the Dog is a relaxed sports bar."
TOR_265,Score on King,nightlife,true,Downtown,streetcar,medium,2,friends,"Sports bar","Try giant caesar","Score on King serves fun bar food."
TOR_266,Real Sports Bar,nightlife,true,Downtown,subway,medium,2,friends,"Huge screens","Game nights","Real Sports Bar is a major sports venue."
TOR_267,Craft Beer Market,nightlife,true,Downtown,streetcar,medium,2,friends,"Beer selection","Try flights","Craft Beer Market offers many beer options."
TOR_268,Left Field Brewery,nightlife,true,East End,streetcar,medium,2,friends,"Craft beer","Relaxed vibe","Left Field Brewery serves craft beer."
TOR_269,Burdock Brewery,nightlife,true,West End,streetcar,medium,2,friends,"Brewery patio","Try sour beers","Burdock Brewery offers craft beer and music."
TOR_270,Rorschach Brewing,nightlife,true,East End,streetcar,medium,2,friends,"Creative beers","Try flights","Rorschach Brewing offers experimental brews."
TOR_271,Great Lakes Brewery,nightlife,true,Etobicoke,bus,medium,2,friends,"Craft beer","Try seasonal beers","Great Lakes Brewery offers craft beer tastings and tours."
TOR_272,Junction Craft Brewing,nightlife,true,West End,streetcar,medium,2,friends,"Brewery tours","Relaxed vibe","Junction Craft Brewing is a popular local brewery."
TOR_273,Blood Brothers Brewing,nightlife,true,West End,streetcar,medium,2,friends,"Creative beers","Try tasting flights","Blood Brothers Brewing offers experimental craft beers."
TOR_274,Black Lab Brewing,nightlife,true,East End,streetcar,medium,2,friends,"Dog friendly brewery","Bring friends","Black Lab Brewing is a dog-friendly craft brewery."
TOR_275,Bandit Brewery,nightlife,true,West End,streetcar,medium,2,friends,"Brewery patio","Summer visits","Bandit Brewery offers a lively patio and craft beer."
TOR_276,Trillium Park Lookout,landmark,false,West End,streetcar,low,1,date,"Lake Ontario views","Sunset visit","Trillium Park lookout offers scenic lake views."
TOR_277,Sunset at Humber Bay Arch Bridge,landmark,false,Etobicoke,bus,low,1,date,"Bridge sunset views","Visit evening","Humber Bay Arch Bridge is a romantic sunset spot."
TOR_278,RC Harris Water Treatment Plant,landmark,false,East End,bus,low,1,solo,"Art deco architecture","Photo spot","RC Harris Water Treatment Plant is famous for architecture."
TOR_279,Tommy Thompson Lighthouse,landmark,false,East End,bike,low,2,solo,"Nature views","Bring bike","Tommy Thompson Lighthouse offers scenic views."
TOR_280,Scarborough Guild Park,park,false,Scarborough,bus,low,2,date,"Historic ruins","Great photography","Guild Park features historic architecture ruins."
TOR_281,Evergreen Garden Market,shopping,false,Midtown,bus,low,1,shopping,"Local vendors","Weekend visit","Evergreen Garden Market hosts local vendors."
TOR_282,Toronto Flower Market,shopping,false,Downtown,streetcar,low,1,date,"Seasonal flowers","Visit spring/summer","Toronto Flower Market sells seasonal flowers."
TOR_283,Union Summer Market,food,false,Downtown,streetcar,low,1,friends,"Outdoor food stalls","Summer visit","Union Summer Market offers seasonal food vendors."
TOR_284,Smorgasburg Toronto,food,false,Waterfront,streetcar,medium,2,friends,"Food festival","Weekend event","Smorgasburg Toronto hosts outdoor food vendors."
TOR_285,The Bentway Skate Trail,activity,false,Downtown,streetcar,low,2,date,"Winter skating","Dress warm","The Bentway Skate Trail offers winter skating under the highway."
TOR_286,Snowshoeing in Rouge Park,activity,false,East,bus,low,3,solo,"Winter hiking","Wear warm clothes","Rouge Park offers winter snowshoeing trails."
TOR_287,Skiing at Earl Bales,activity,false,North York,bus,medium,3,family,"Urban skiing","Rent equipment","Earl Bales Park offers ski slopes."
TOR_288,Tobogganing at Riverdale Park,activity,false,East End,streetcar,low,2,family,"Winter sledding","Bring sled","Riverdale Park offers winter tobogganing."
TOR_289,Winter Village Distillery Ice Skating,activity,false,Distillery,streetcar,medium,2,date,"Holiday skating","Book tickets","Distillery Winter Village offers ice skating."
TOR_290,Toronto Botanical Garden Winter Lights,festival,false,North York,bus,medium,2,date,"Light installations","Evening visit","Winter lights festival at Toronto Botanical Garden."
TOR_291,Spring Cherry Blossoms High Park,seasonal,false,West End,subway,low,2,date,"Cherry blossoms","Visit early morning","High Park cherry blossoms bloom in spring."
TOR_292,Summer Outdoor Movies Christie Pits,festival,false,West End,subway,low,2,friends,"Outdoor cinema","Bring blanket","Christie Pits hosts outdoor movie nights."
TOR_293,Fall Colours Don Valley,seasonal,false,Citywide,bike,low,2,solo,"Autumn foliage","Visit October","Don Valley offers fall color trails."
TOR_294,Toronto Marathon Event,festival,false,Citywide,subway,low,3,solo,"City marathon","Check spring dates","Toronto Marathon runs through the city."
TOR_295,Toronto Waterfront Marathon,festival,false,Citywide,subway,low,3,solo,"Scenic marathon","Check fall dates","Waterfront Marathon runs along the lake."
TOR_296,Doors Open Toronto,festival,true,Citywide,subway,low,3,solo,"Open buildings","Annual event","Doors Open Toronto opens historic buildings to public."
TOR_297,Nuit Blanche Toronto,festival,false,Citywide,subway,low,4,friends,"All night art festival","Stay late","Nuit Blanche is an overnight art festival."
TOR_298,Winter Stations Art Installations,festival,false,East End,streetcar,low,2,solo,"Winter beach art","Visit daytime","Winter Stations displays art on beaches."
TOR_299,Toronto Food Truck Festival,festival,false,Citywide,streetcar,low,2,friends,"Food trucks","Weekend event","Food Truck Festival hosts many vendors."
TOR_300,Toronto Garlic Festival,festival,false,Citywide,bus,low,2,foodies,"Garlic themed food","Fall event","Toronto Garlic Festival celebrates garlic cuisine."
